idx,cnt,review1,review2,review3,review4,review5,review6,review7,review8,review9,review10,review11,review12,review13,review14,review15,review16,review17,review18,review19,review20,review21,review22,review23,review24,review25,review26,review27,review28,review29,review30,review31,review32,review33,review34,review35,review36,review37,review38,review39,review40,review41,review42,review43,review44,review45,review46,review47,review48,review49,review50
85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,50,"리뷰가 좋아서 간 곳인데 왜 리뷰가 좋은지 알 수 있었어요 ㅎㅎㅎㅎ 자세를 잘 알려 주실 뿐만 아니라 어디가 아픈지 확인하시면서 도 움이 되는 운동법을 알려주세요. 수업 받을 때 마다 영상 찍어서 편집까지 해서 공유해 주시니까 개인 운동 때도 보면서 할 수 있는 게 참 좋았어요 ㅎㅎㅎㅎㅎ 정성범 쌤~! 식단에 도움이 될 팁도 잘 알려주시고, 운동 할 때마다 힘 날 수 있게 긍정 에너지 주셔서 좋...
내용 더보기","집 앞에서 PT 받을 수 있는 곳 찾다가 제일 가깝길래 무작정 상담 받고 바로 운동 시작하게 됐어요! 제 선택에 후회는 단 하나도 없어요 정성범 코치님께서 운동도 , 식단도 되게 잘 봐주십니당 궁금한 점 있으면 잘 알려주시고요! 그날 운동한 거 영상으로 기록해주시는 점이 정말 좋아요 !!!! 운동이랑 거리가 멀었던 사람의 갤러리가 점점 운동 영상으로 채워지는 중ㅎㅎ 인스타로 식단 관리해주시는 데 깔끔하게 기록되어 있고 그날 그날 코멘트 달아주셔서 꾸준히 할 수 있는 것 같아요!! 점점 운동에 흥미 붙고 있구 이대로라면 이번 달 제 목표 완전 달성할 것 같아요 ?","센터도 너무 깨끗하고, 다른 선생님들도 다들 친절하셔서 처음 헬스하시는 분들도 어렵지 않게 시작할 수 있을거예요! 다른 헬스장 처럼 기구 사용하는데 눈치보이지않고, 선생님들과 함께 운동하시는 분들이 많아서 더더 편하게 기구 사용할 수 있습니다!!! 제 첫 피티가 스포니스 화양점이라서 행복했어요??

유림선생님! 선생님이랑 함께 PT 30회 받으면서 건강해지는 것은 물론 운동하는게 즐거웠어요!!!?? 제 체형에 맞게 분석하고 공부해주시고, 항상 열정적으로 운동 알려주셔서 너무 감사했습니다~ 항상 행복하시고, 건강하시고 좋은 일들만 있기를 바래요!!! 너무너무 감사했습니다 유림쌤????","유림쌤 덕분에 이제 허리도 안아프고 근력도많이올랐어요!! 친절하게 잘알려주셔서 감사해요ㅎㅎ 쌤 저운동이 이제재밌어졌어요ㅋㅋㅋ유림쌩 최고! 인기쟁이,,",꼼꼼히 티칭해주시고 수업 내용을 찍어서 혼자서도 연습할 수 있도록 보내주셔서 좋습니다!!,"저 피티 처음해보는데 체계적으로 잘 가르쳐주셔서 좋았어요! 몰랐던 제 몸도 잘알게 되었어요, 저에게 맞는 운동 방법을 계속 알려주시더라구요. 운동할때마다 어디에 좋다 어느 부위에 좋다 친절하게 설명해주십니다. 무엇보다 군더더기가 없어요. 매번 스케쥴 짜서 운동 시켜주시고, 수업받을때마다 내가 돈낸 게 아깝지 않다는 생각이 들었습니다. 매번 받을때마다 그다음날 근육통 온거면 말 다한거 아닐까요. 상용쌤이 최고에요!!",수업이 힘들지만 재밌고 설명도 자세히 알아듣기 쉽게 해주셔서 좋아요~ 깔끔하고 pt 전용인 것도 장점입니다 ㅎㅎ pt 전용이어도 수업 없는 날에는 개인운동 할 수 있어서 효율적인 것 같아요! 선생님들끼리도 사이 좋아보이시고 회원들한테도 친절하셔서 항상 감사합니다~ 고정시간으로 수업을 듣지만 사전에 말씀드리기만 하면 시간이나 요일 조정도 가능해서 편합니다! 스포니스 화양점 번창하세요~* ????,"아침일찍열고 토요일에도 열려있어서 언제든지 이용할 수 있어서 좋아요?? 보통 헬스장은 지하에 있는데 스포니스는 윗층이라 근심걱정있을때 러닝머신 타면서 멍때리다가 힘이 들땐 하늘을 봐,,,?? 밖에 더워하는 사람들을 보면서 시원쾌적하게 운동합니다?? 혼자서 하긴 너무 자신없어서 PT를 받고있는데 식단 짜주시고 식단 도와주시고 몸무게 체크 도와주시고 무엇보다?운동기구 사용법 자세 너무 잘 알려주셔서 감사합니다!! 역시 운동 전문가는 다르네요!! ??수업끝나고 바로 그날 했던 운동명칭이랑 자세 영상 보내주셔서 수업없을때 복습 야호???? 상용쌤 앞으로도 잘 부탁드립니다???????♀??????♀?",워낙 몸이 안좋은데…. 진짜 체계적으로 알려주셔서 감사했어요! 성범트레이너님 한테 받았는데 정말 집중 티칭 짱 ??,"역시나 유림쌤 소문대로 최고 ~~ 

3대운동도 차근차근 잘 알려주셔서 너무 재밌게 측정했어요 ????볼품없는 제 몸이 점점 사람다워지게 도와주시는 유림쌤 .. ??항사 감사합니당 ????",민종쌤께서 제 몸에 맞게 운동 시켜주셔서 확실히 몸이 탄탄해 졌어요! 더 열심히 하려고 또 등록했어요! 열심히 운동하겠습니다:-),상용코치님! 진심으로 운동을 잘 할 수있게 케어도 잘 해주시고 사소한 것도 놓치지 않고 챙겨주셔서 너무 감사했습니다ㅎㅎ 덕분에 몸에 자신감도 생기고 컨디션도 좋아졌어요!!! 남은 피티도 잘 부탁드려요ㅎㅎ 항상 행복한 날 되세요!!!,"마른 체질이지만 혈당이 정상 수치에서 좀 벗어나, 체중·근육량 늘리기 및 혈당 낮추기가 목표였어요! 운동 시작한지 2달만에 당화혈색소 정상 수치로 들어왔습니다! ???? 제 운동 목적에 따라 식단 및 운동 진행 방향성을 꼼꼼하게 봐주셨고, 처음 운동하는 사람들에게 운동 흥미를 갖게 하는게 제일 어려울 거 같은데 소도구·머신을 이용한 다양한 동작들을 매번 열심히 고민해주신 성범쌤 덕분에 지루하지 않게 운동하고 있습니다! 수업받을 때는 힘들어서 자세 교정해주신 것, 동작마다 자극점이 어디인지 까먹기 쉬운데 제 운동 영상 및 써주신 코멘트를 보면서 개인운동 때 제대로 복습할 수 있어서 좋아요! 수업뿐만 아니라 식단, 개인운동 등 다방면에서 항상 열정있게 케어해주시는 스포니스화양점?성범쌤?감사합니다 ???? 강추추","성범쌤한테 배우기 시작한지 2달째 되어가는 헬린이 입니다!

한번도 안해봐서 기구 이름도 알지 못하고, 방법도 모르고 뚠뚠하게 살이 쪄가던 와중에 시작한 운동이었는데 이제는 나가서 조금이라도 자랑할 만한 헬린이가 되었네요 :-)
처음 시작하던 식단도 하나 하나 세세하게 알려주시고, 호흡법, 영양제 등등 좋은거 중에 좋은것은 다알려주신거 같아요ㅋㅋ
식단도 하루하루 다 확인하시고 답글 달아주신것도 으쌰으쌰 해주셔서 스트레스 안 받고 잘 버텨냈습니당!

운동하면서 영상 찍어서 운동법 하나하나 자세히 잘 적어서 매번 보내주시고, 아프거나 안좋은 곳 좋아질수 있게 운동 세심하게 도와주셔서 좋았구요!
처음 했던 PT였는데 좋은 기억으로 재밌게 할 수있었고 다른 분들도 즐겁게 운동하시면 좋겠어서 후기 남깁니다!!??","맞춤 피티수업 너무 좋습니다 
이젠 운동이 습관이 되어 매일매일 운동하고 있어요! 
운동 더 배우고 싶어서 수업 더 듣기로 결정하고 재등록했습니다. ??
민종쌤 항상 좋은 수업 감사합니다~! 더 건강해질게요 ^ㅅ^!!",이제 운동 시작한 지 한 달 조금 안되었는데 성범쌤의 꼼꼼한 피드백과 가르침으로 벌써 변화가 생기기 시작했습니다?? 원래 워낙 먹길 귀찮아하고 먹어도 자극적인 음식만 먹던 저였는데 응원해주시고 의지를 불어넣어주셔서 이제는 무의식적으로 음식 살 때 단백질부터 확인합니다?? 근력 운동이 거의 처음이어도 차근차근 가르쳐주시고 칭찬을 아끼지 않으세요. 열심히 운동하고 싶은 분들께 넘넘 추천 드립니다!! 특히 운동 후에 영상을 보내주셔서 동작을 까먹어도 틈틈이 보며 복습하고 따라할 수 있어 일주일 두 번 pt받는 게 아니라 매일 받는 느낌이 들어 넘 좋아요??,운동 시작한지 한달 반 정도 됐어요! 피티할 때도 개인운동 나갈 때도 항상 잘 챙겨주시는 민종쌤 감사합니다?? 앞으로도 운동 열심히 할게요????,"상용쌤한테 피티 20회 받고 이런게 진짜 운동이구나라는걸 느낀 후 다시 재등록했어요!!
원래 20회까지만 할려고 했는데... 하.. 쌤의 진심어린 수업들이 다시 재등록하게 만들었습니다...♥ 
허리와 어깨가 안좋은걸 고려해 매번 몸 컨디션에 맞게 수업과 개인운동도 짜주시고 피티 받으러 갈 때 마다 쌤한테 늘 감동 받고 와요...?? 
저보다 제 어깨를 더 잘 아시는 느낌ㅜ 
피티 받으면서 코어도 전보다 확실히 좋아진게 느껴져 허리에 부담도 덜 가고 점점 달라지는 제 몸의 변화에 진짜 너무 쌤한테 감사드리고 있어요!!
갈수록 운동을 재밌게 만들어주신 울쌤 첵오..????
스포니스 첵오! ????(??)?","운동은 즐겁다는 인식을 주신 백민종선생님????
매번 나갈때마다 체력도 운동능력도 점점 늘고 있는거 같아서 너무 감사해요
개인운동,식단 까지 섬세하게 신경써주시고 
친절함+자상함+실력 ????
여태껏 만났던 트레이너 선생님들 중에 제일 저랑 잘 맞는거 같아요 ! 
처음에는 영상을 왜찍지 ? 했지만 영상보면서 부족한 부분, 보안 해야할 점 등 을 더 자세히 알 수 있어서 너무 좋았습니다 ! 

 전에는 혼자서 운동을 어떻게 해야하지 막막했었다면 선생님을 만나고 런닝만 하지않고 근력운동을 하고 있는 저를 보며 또 한번 놀랬고 감사했습니다??????
오래오래 선생님이랑 꾸준히 운동해서 체력은 물론
예쁜 몸 만들고 싶어요~~~!!!
백민종 선생님 짱짱 ????????????????????????????","<운동 영상>
수업 때마다 모든 동작을 영상으로 촬영하고 운동 방법을 함께 적어서 보내주시는데, 이 영상들 덕분에 개인 운동을 너무 잘 하고 있답니다!!?? (항상 감사해유)

<수업>
수업 들을 때 너무 힘들어서 더는 못 할 것 같은 순간들이 종종 있는데 성범쌤의 우렁찬 목소리와 에너지 덕분에 하게 됩니다,, 그리고 아직도 숫자를 잘 못 세시는 쌤 덕분에 더 하게 됩니다,, 뽀송하게 들어갔다가 물 먹은 솜이 되어서 나오게 되는 짜릿한 50분??

<식단 관리>
개인 신체 조건에 따라 하루 단백질 섭취량, 칼로리에 맞춰서 식단을 구성해 주시고, 매일 체크하면서 피드백을 남겨 주셔서 재미있게 식단 관리를 할 수 있습니다?? 그리고 맛없는 식단도 맛있게 먹을 수 있는 특별 레시피도 알려주십니다!

추천!!!","PT때마다 항상 친절, 웃어주시는 민종선생님!
덕분에 첫 PT때보다 훨씬 확연하게 몸이 좋아지고 있다는걸 느끼고 있습니다????????
단순히 이쁜몸을 만들기보단 저의 몸에 맞도록 체계적으로 재활과 근육량을 늘려주셔서 감사해요 :-)
정말 좋은 환경, 좋은 사람을 만나는게 중요하다고 느낍니다ㅎㅎ 더 열심히 운동할께요!!","1:1Pt 전문!! 몹쓸 몸둥아리 잘고쳐줍니다????
자세교정을 너무 자세하게 알려주셔서 감사합니다!
민종쌤??",재등록했어요!! 저 봐주시는 이상용쌤 엄청 친절하고 자세하게 잘 알려주세요ㅎㅎ알려주신대로 하니까 살도 많이빠지고 넘 좋아여~~,"집앞에 새로 생겨서 다니기 시작한지 벌써 2-3개월째에요! 우선 시설도 깔끔하고, 항상 관리가 잘되어있어서 기분좋게 운동할수있어요! 그리고 피티는 이번이 처음인데, 운동노트도 사비로 준비해서 주시고,운동할때마다 매번 꼬박꼬박 적어주시는 상용쌤~ 감사해요! 그날그날 매번 다른 운동으로 알려주시고 어디에 어떻게 좋은지도 상세하게 설명해주세요! ???? 그리고 끝나고나면 항상 운동영상보내주시고 피드백도 말해주세요! 비록,,제가 그만큼 못따라갔지만,,퇴근하고 이만큼 운동이라도 해서 체력이 버티는거같아요^^,,??
항상 유쾌하고 친절하신 상용쌤~ 나중에도 적어주신 노트를 토대도 혼자서도 열심히 운동 해보겠습니다!",백민종쌤의 꼼꼼한 수업으로 재활 운동 이후 몸이 건강해져서 이제 근력운동을 할 수 있는 몸이 되었습니다! 항상 체계적으로 루틴도 짜주셔서 혼자 개인운동도 자주 나오고 있습니다. 항상 오운완을 외치며 저의 건강담당은 민종쌤으로???????,저체중에 밥도 잘 걸러먹어서 몸무게가 고무줄이라 에너지소모가 커서 이 체력으로는 안될거 같아 운동을 알아보게되었습니다 화양동 근처 헬스장 찾아보다가 제일 체계적이고 운동전문가에 1:1 코칭이 마음에 들어서 방문했어요! 지금은 너무 만족하면서 다니고 있습니다 운동이 처음이라 식단도 기분운동도 모르던 제가 감도 잡고 식단 같은 식단도 하면서 일주일에 5번 운동가는 헬린이가 되었어요 저의 의지도 있지만 항상 응원해주시고 너무 신경 써주시고 전문적인 코칭에 감사한 마음에 열심히 가게 되네요 성범쌤 진짜 너무 좋아요 찐스승님 정확한 동작도 짚어주시고 (못하면 다시..) 스트레칭도 알려주시고 식단 안올리면 독촉하시고 저는 이왕 제 돈주고 배울거면 이렇게 빡센 슨생님을 추천합니다! 돈 하나도 안아까워요 두 말하면 입아픔,"첫 수업 시작전에 몸상태 체크 후 개인 몸상태에 맞춰서 운동진행 해주셔서 평소 불편했던 통증도 많이 좋아지고 식단부터 운동방법 스트레칭까지 꼼꼼하게 지도해주셔서 혼자서도 운동하는법을 알게되서 너무 만족합니당
상용샘이랑 운동하면 잘한다 칭찬해주시고 할 수 있다 응원해주셔서 의욕뿜뿜>_<최고??
식단을 더 열심히 해서 꼭 다이어트 성공할께용~","이상용 트레이너님께 10회 피티 수업을 받고 재등록해서 추가로 10회 더 수업 받았어요!
운동을 할 때 자세히 설명해주시는 건 물론이고, 맞춤형 케어와 매일매일의 상세한 피드백 덕분에 이제 혼자서 운동하는 것도 두렵지 않아요 ㅎㅎ
그리고 너무너무 친절하셔서 더 열심히 따라가지 못한 게 죄송할 따름입니다...??
앞으로도 적어주신 대로 따라서 열심히 운동할게요 감사합니다!! ?(????????)??????","오픈 때 등록하고 어느새 3번째 등록하고 운동을 진행하고 있네용 처음엔 과연 잘 가르쳐 주실까 라는 점이 의심스러워서 10회씩만 등록했었는데 배우면서 진짜 이만한 쌤들이 없겠다는 생각이 들어서 이번엔 30회 등록 바로 해버렸습다 매번 영상 제공부터 식단 관리, 꼼꼼한 숙제까지 내주시니 변화를 안 할 수가 없습니다. 평소 이곳저곳 불편하고 매일 하루 시작이 버거웠었는데 요즘은 한꺼풀 가벼운 마음으로, 가벼운 몸으로 매일매일 하루를 시작하게 되는거 같아요 감사합니다!!!",2번째 등록입니다!! 항상 세심한 맞춤형 케어를 해주셔서 더더 운동의 재미가 생긴 거 같네요!! 또 제 운동목적이 무릎연골 부상 때문에 운동을 시작했는데 전 보다 좋아진 거 같구요!! 항상 감사합니다! 열심히 해볼게요~~~,"처음 PT 받아보는데 정말 친절하게 상담 해주셨어요 앞으로도 건강하고 원하는 방향으로 잘 이끌어주실 것 같아요!
열심히 운동하겠습니다:-)","재미있게 운동하고 있어요 :)
다이어트&체력 목적으로 운동시작했는데
만족하면서 다니고 있습니다 !
유림쌤 체고?? 항상 감사합니다","헬스가 지루하고 재미없다고 생각해서 시도해볼 생각이 없었는데, 근육량 증가를 목적으로 PT를 시작하게 됐습니다. 의심도 많아서 상담할 때도 이것저것 물어봤는데 친절하게 하나하나 다 대답해주신 게 마음에 들어서 선택했는데 정말 잘한 선택이라고 생각해요! 처음에 말씀드린 운동 목적 계속 생각해서 루틴 짜 주시고, 어색하지 않게 말 걸어주시고, 자극 부위를 잘 모르겠어서 여쭤보면 다시 천천히 알려주시는 친절함까지,,ㅠㅠ 성범쌤 정말 최고입니다???? 식단도 매일 잘 봐주시고 개인운동 나갈 때 루틴도 짜서 알려주시고, 요청사항을 정말 잘 들어주세요! 성범쌤이랑 PT 시작하고 나서 헬스가 너무 재밌어서 큰일났어요..ㅎㅎ 정말 후회 없으실 겁니다????","예전에 수술한 적이 있어서, 뭔가 전문적으로 운동을 배우고싶은 마음에 다니게되었는데요!
선생님이 친절하시고 잘 알려주셔서 만족하며 다니고 있습니다.
전부 친절하시고 저는 성범쌤한테 피티받는중인데 워낙 에너자이저셔서 저까지 빠이팅하면서 운동하게되네용 히히 시설도 깔끔하고 조아용 ~~~!","제 인생 첫 PT인데 정말 대만족입니다!!! 의지박약이라 운동을 시작해도 매번 흐지부지.. 헬스장 등록해도 초반에만 몇 번 갔다가 말고.. 도저히 안되겠다 싶어 큰맘 먹고 PT 시작했는데 진작할 걸 후회됩니다ㅠ 정말 너무 친절하게 잘 알려주셔서 처음 하는 동작도 어렵지 않게 잘 따라 할 수 있고, 몸 상태에 따라 알맞게 운동 진행해 주셔서 무리가 가지 않더라구요! 무엇보다 재밌습니다.. 운동이 재밌다는 감정을 느껴본 게 처음이라 좀 혼란스럽긴 한데^^.. 헬스장 가는 게 즐겁다면 말 다 한 거 아니겠습니까..!!! 웃으면서 운동해 본 거 처음이에요?? 시설도 너무 깔끔하고 센터에 계신 분들도 모두 친절하셔요ㅎㅎ 다들 고민말고 스포니스 하세요 특히 정성범 쌤 강추!!??진짜 돈만있으면 평생 운동 배우고싶어요ㅠ",첫운동을 어디서 시작할까 고민하다가 여기다싶어서 등록한곳!! 첫상담부터 친절하고 자세하게 해주셔서 넘 좋아여ㅠㅠ특히 제 트레이너 이상용쌤 엄청 친절하고 자세 하나하나 설명 다 해주시고 꼼꼼하고 자세하게 알려주세요!! 단순히 운동만 알려주시는게 아니라 평소안좋았던 어깨에 대해서도 신경써주시고 봐주셔서 너무 좋아여!!????,코로나랑직업상 오래앉아있어서 살이 엄청나게 쪄버려서 살빼려구 알아보는데 옛날에 그냥집앞헬스장피티끊었다가 잘해주지도 않고 전문성도 없어서 돈만 버려서 잘알아보고 하려구 여기저기 찾아봤는데 스포니스쌤들이 전부 체대출신에 스펙도 빵빵하구 후기도 좋아서 백민종쌤께 30회 끊었어용!!민종쌤 정말 운동할때마다 천국을 보게해주시구 너무 친절하게 어디부분이 자극이 되야하고 바른자세 안좋은자세 등 자세하고 꼼꼼하게 잘알려주세용! 그리구 식단 관리도 해주시고 매일매일 몸상태도 체크해주세요!! 새로 생겨서 시설도 완전 깨끗!! 쌤들이 관리 너무 잘하시는 듯-정말 건강하게 살 뺄 수 있게 도와주셔서 항상 감사드려요 민종쌤~~~ 민종쌤 너무 유명해지면 안되니까 여기까지만 쓸게여ㅎㅎ다들 여기서 피티받고 건강한 몸 만드세용~~,반월상 연골 파열로 무릎 수술을 두 번 받고 6년이 지난 이제야 재활 성격의 운동을 배워보자!라는 생각을 가지게 되어 상담을 받고 백민종 코치님께 수업을 받고 있습니다:) 수업을 받으며 제가 다친 무릎에 스트레스가 더 심해질까 두려움이 많았지만 자세 하나하나의 움직이는 원리와 신체의 스트레스가 어떻게 작용하는지 자세히 설명해 주시고 운동 후 다음 수업이 오기 전까지 제 무릎 컨디션 및 개인 운동 일정도 신경 써 주셔서 정말 감사드립니다!!,생에 첫 피티~!! 생긴지 얼마 안되서 깔끔하고 조용하고 가격도 완전 합리적이에요!! 후회 안하실꺼에요!! 정성범 트레이너님 완전 강추에요!! 메인 운동하면서 불편한 곳이 있으면 무엇이 원인인지 설명해주시며 보강 운동도 병행시켜줘서 아프지 않고 오래 운동 할 수 있어요!! 정성범 쌤 짱!!,"몇 년 전부터 앓고 있던 허리디스크때문에 재활치료겸 다이어트 목적으로 여러 곳들을 서치하던 중 스포니스를 발견했어요! 
신체를 많이 쓰는 직업군이라 조금만 잘못써도 부상을 당하는데 신체에 대해 체계적으로 잘 알고 보다 전문적인 분께 피티를 받고 싶었던 제 마음에 너무나 쏙 입니다ㅠ♥ 

저는 이상용쌤께 배우고 있는데 평소 허리말고도 많이 안좋았던 부위들을 말씀드리면 그에 맞게 운동법도 알려주셔서 너무 좋고 피티시간이 끝나고 나면 피드백도 해주셔서 개인운동하기도 편해요!
무엇보다 너무 친절하셔서 운동 배우기 최고!(??)? 

물론 피티샵 내에 쌤들도 너무 친절하시고 1:1 피티샵이라 헬스장처럼 사람이 바글바글하지 않아서 저같은 헬린이들은 운동할 때 눈치 안보여서 너무 좋아요!!",본인 맞춤으로 이상적인 트레이닝 세션을 재공해주고요. 트레이너님들 모두 친절하고 좋으세요! 이상용 트레이너님 특히나 자상하게 전문적으로 잘 가르쳐주셔서 왜 그렇게 해야하는지 알 수 있어서 너무 좋아요!,"다년간의 직장생활, 잘못된 생활습관, 코로나 등등으로 망해버린 건강과 몸상태를 안고 찾아간 마지막 보루입니다...만 여러 피티를 해봤지만 여태 받은 것 중에 최고입니다ㅠㅠ 저는 백민종 코치님께 지도받고 있는데 정말 꼼꼼하고 자세 하나하나 제 상태에 맞춰 잘 짚어주셔서 너무 좋아요. 오늘 어디가 안 좋다고 했더니 제가 밤에 어떻게 자는지까지 맞추셔서 영매인 줄 알았잖아요...지금까지 받았던 피티가 단순히 몸 만들고 근육 늘리는 데에 집중했다면 민종쌤은 정말 ""건강한 몸""을 만드는 데에 최선을 다해주셔서 좋아요. 사진은 오늘 피티쌤한테 받은 커피로 대체를...아기고양이 같은 체력을 가지신 여러분...여기 피티 추천합니다...ㅠ","운동 처음 해보는거라서 고민 엄청 많이 하다가 방문했는데 다들 너무 친절하시구 시설도 깨끗해서 넘넘 맘에 들었어요??
특히 성범쌤 차근차근 체계적으로 알려주시고 신경써주신다는 느낌 받아서 너무너무 좋았어용??","처음 피티를 받아보는거라 이곳저곳 알아보다 최유림쌤한테 상담받았었는데 친절하시구 꼼꼼하게 설명해주셔서 믿음이 가서 바로 피티끊었네요?? 

유림쌤 너무너무 재밌고 자세도 꼼꼼히 봐주셔서 좋아요! 유산소운동도 러닝머신이나 싸이클말고도 여러가지 재밌는거 알려주시고
근력운동도 자세 잘 잡아주시고 피드백도 늘 잘해주셔서 어디 아픈곳없이 운동 잘 배우고있네요 ??

무엇보다 제가 infp라 쑥쓰럼많이타서 1대1로 옆에서 계속 지켜보면 잘 할수있을까 걱정했는디 쌤의 과하지않은 칭찬의 박수에 늘 힘이 나요 ㅋㅋㅋ 선생님들중에 막내라고 하셨는데 막내만의 열정과 에너지가 느껴지십니다 ㅎㅎ

헬스장 기구나 옷도 깨끗하고 공간도 깔끔해서 운동할 맛이 납니다 ?? 정말 아래분 리뷰처럼 돈만 많다면 계속 여기서 피티받고싶네요!",목과 허리가 안좋아서 병원도 마사지도 많이 다녀봤지만 운동만큼 효과가 있는 건 없더라고요! 거의 재활 목적으로 운동을 시작했는데 굉장히 전문적으로 잘 봐주십니다ㅠㅠ 과하지 않고 꾸준히 하니 이제 아픈 곳도 없고 운동 하는 것 자체가 너무 즐거워졌어요! 막 가르치는 센터가 아닌 제대로 운동과 재활의 즐거움을 알려주는 정말 정말 좋은 센터입니다. 강추입니다!!!,"이곳 저곳 어린이대공원역 인근 헬스장 상담 받아보고 
위치, 가는 시간대별 사람 수, 헬스 기구 등을 보다가 
헬스 하는 지인이 다 필요없고 상담하는 분이 잘 해야한다고 하길래 제일 마음에 들어서 하게 되었어요
처음에는 고민 많이 했는데 이상용pt선생님 배정받고 동작 어떻게 잡아야 하는지와 어떤식으로 운동해야 하는지 알려주게 되었어요.(쌤 감사합니다!열심히 해볼게요)
헬스장이 생긴지 얼마안되서 시설 부분은 깨끗하고 좋아요
다만 좀 기구많고 큰 헬스장원하시면 비추입니다만,
그것 고려해서 다니기엔 좋은거같아요~!????","공간이 넓진 않은데 pt받기엔 오히려 좋은 것 같아요. 전 이상용 선생님한테 받는데 엄청 친절하시고 운동은 또 빡세게 잘 알려줘서 좋아요! 안되는 동작은 왜 안되는지, 근육 하나하나 설명 잘 해주십니당.","상체가 발달하기 쉬운 운동(?)을 오래 해서 하체가 조금 걱정이었는데 하체에 좋은 운동 뿐만 아니라 전체적인 밸런스+코어 잡는 제대로 된 방법과 운동을 알려줘서 넘 좋았어요.
운동법이 뻔하지 않고 다양해서 좋았구요,
반복되는 자세도 놓치지 않고 봐주고 설명도 잘 해주고 영상도 열심히 찍어주셔서 좋았습니다.
한시간정도 걸려서 갈까 말까 고민 많이 했는데 가길 넘 잘한 것 같아요!??
정성범 트레이너한테 받았는데 아주 만족스러워요. 앞으로 잘 부탁드립니당!!!!!","이제 3주차 되어 가는 헬린이입니다!! 정성범 트레이너님께서 너무 잘 챙겨주신 덕분에 확실히 건강을 챙겨간다는 느낌이 들어서 행복합니다! 식단, 운동 루틴 등등 섬세하고 꼼꼼하게, 확실하게 확인하고 케어해주셔서 계속해서 저도 같이 챙기게 되는 것같아요! 항상 친절하신 정성범 트레이너님 화이팅!!! 피티 있는 날은 천국 간접체험날~",일단 개업한지 얼마 안되어서 시설이 아주 깔끔해요. 트레이너 분들이 운동을 아주 확실하게 시켜줍니다. 피티 생각하신다면 다른곳보다 훨씬 나은듯 합니다.
92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
