id,name,img,grade,lat,lng,phoneNumber,address
0,부르스타짐 공릉점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220530_6%2F16538678143081HYAQ_JPEG%2F%25B7%25CE%25B0%25ED.jpg,,37.62194843245893,127.07241946793664,02-948-8411,서울특별시 노원구 동일로180길 14 (공릉동)
1,미스.미스터헬스크럽,,,37.61548951972882,127.06410336271989,02-972-9936,"서울특별시 노원구 화랑로 353 (월계동,3층)"
2,굿모닝휘트니스,,4.06,37.648379045052906,127.08009521384014,02-3392-2266,"서울특별시 노원구 중계로12가길 29 (중계동,수암빌딩 5층)"
3,뉴크로핏,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200301_128%2F1582991374006woYbG_JPEG%2FPjyIApp4LItp7bFRQZJcoiXQ.jpg,,37.627210958950414,127.07333699876548,,"서울특별시 노원구 동일로192길 63, 화랑빌딩 4층 (공릉동)"
4,워너핏휘트니스,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220531_25%2F16540014319240RDBE_JPEG%2Fwannafit_1.jpg,4.45,37.62081085050528,127.0807120736863,02-948-6183,"서울특별시 노원구 노원로1길 67, 대덕프라자 3층 306, 307, 310, 311호 (공릉동)"
5,아이원토탈휘트니스,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200519_293%2F1589880488082mpl6t_JPEG%2F-mBFflvM9sJrnRvdv4ENBcL7.jpg,,37.6270998163762,127.07703278486001,02-972-3300,"서울특별시 노원구 공릉로46길 18 (공릉동,1필지)"
6,머슬톡 휘트니스,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210218_285%2F1613642065971QXkJB_JPEG%2FP12F-9NG39AOTMRQTYAajmkA.jpg,4.17,37.621924642458126,127.05682967613147,02-942-9655,"서울특별시 노원구 광운로 52, 2층 (월계동)"
7,바디채널 공릉역점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210813_187%2F1628834233895ep6gp_JPEG%2F8Nj6oUkwO61OvCJ8usDMrw3M.JPG.jpg,5,37.6260411756708,127.06951558769236,02-973-3357,"서울특별시 노원구 동일로 1077 (공릉동,지하1층)"
8,발리짐 상계역점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220512_59%2F1652355557186NHVHA_JPEG%2F%25B9%25DF%25B8%25AE%25C1%25FC_%25BB%25F3%25B0%25E8%25BF%25AA%25C1%25A1.jpg,4.97,37.66019358237361,127.07231975030793,02-934-6733,"서울특별시 노원구 덕릉로 699 (중계동,(3층))"
9,커브스 마들클럽,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210203_150%2F1612333098391jwXge_JPEG%2FlUv4vk37Rhqjp9PC8MZc89Dv.jpg,4.53,37.666883768174074,127.05394697891228,02-931-5030,서울특별시 노원구 동일로 1551 (상계동)
10,김정민 퍼스널 트레이닝 스튜디오,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200111_222%2F15786726911731lsqu_JPEG%2FBIkOxoS98KwmsYzykzmPGMWO.jpg,,37.658971312470854,127.05922831793184,02-3391-6541,서울특별시 노원구 상계로1길 62-51 (상계동)
11,에이블짐 노원역 2호점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220701_24%2F1656645108040henbd_JPEG%2FKakaoTalk_20220628_153730243.jpg,4.87,37.65356503156255,127.05744772673204,02-933-9679,서울특별시 노원구 동일로 1401 (상계동)
12,고릴라멀티짐,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220707_67%2F1657194436452fvNYk_JPEG%2F%25B1%25DD%25C0%25E5%25B7%25CE%25B0%25ED.jpg,4.76,37.64837733757775,127.07403890580238,02-931-5210,"서울특별시 노원구 한글비석로 232 (중계동, 유경데파트 4층)"
13,꿀핏휘트니스,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220113_135%2F1642043318335cO0Pj_JPEG%2F20220113_115421.jpg,,37.661576656312704,127.05383259316945,02-952-6008,"서울특별시 노원구 노원로 560, 301~4호 (상계동)"
14,FITNESS GOJIB,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191125_234%2F1574649453405ef6BG_JPEG%2FMj1bEtJEjFsXN92icrvtILyk.jpg,,37.65710185563911,127.06276631544836,6207-2377,"서울특별시 노원구 상계로 97, 4층 402호 (상계동, 위너스빌딩)"
15,위너짐,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_251%2F1441073489670KaBmN_JPEG%2FSUBMIT_1425466072280_33919991.jpg,4.47,37.67723954295618,127.05192003792531,02-936-9696,"서울특별시 노원구 동일로 1665, 5,6,7층 (상계동, 대은빌딩)"
16,휘트니스앤짐,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220113_58%2F1642062656776p28kx_JPEG%2FResized_20220113_120820.jpeg,,37.66889814766605,127.07683348471011,3391-5210,"서울특별시 노원구 덕릉로 805, 502,503,504호 (상계동, 상계뉴타운프라자)"
17,피트니스 고집,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191125_234%2F1574649453405ef6BG_JPEG%2FMj1bEtJEjFsXN92icrvtILyk.jpg,,37.65732238369741,127.06212581151065,,"서울특별시 노원구 상계로7길 13, 지하1층 (상계동)"
